200108052046 200108052052 N17E09 C12
200108052116 200108052124 S14W30 C71
200108052216 200108052224 S20W49 M49
200108052326 200108052339 N17E08 C38
200108060052 200108060058 S20W54 C14
200108060559 200108060601 N23W12 B86
200108060633 200108060636 N17E01 C11
200108060722 200108060730 S18W54 C55
200108060831 200108060838 N18E03 C17
200108060907 200108060917 S12E67 C11
200108062007 200108062010 S19W66 C14
200108070008 200108070013 S20W70 C31
200108070102 200108070125 S22W65 C25
200108070225 200108070228 N17W08 C13
200108070516 200108070521 N17W09 C12
200108070726 200108070737 S20W71 M11
200108070836 200108070854 S19W76 C18
200108071032 200108071050 S20W73 C27
200108071112 200108071115 S20W62 C22
200108071123 200108071132 S24W70 C31
200108071220 200108071225 S21W75 C23
200108071233 200108071303 S21W81 C28
200108071530 200108071541 N26W27 C27
200108071623 200108071628 S20W72 C36
200108071739 200108071746 N26W27 C12
200108071752 200108071755 S17W13 C12
200108072351 200108072355 S18W83 C18
200108080205 200108080209 S15W59 C13
200108080356 200108080402 S10E89 B89
200108080626 200108080629 S10E89 C10
200108080721 200108080725 N24W37 C14
200108080749 200108080802 S20W88 C45
200108081029 200108081032 N26W39 C26
200108081459 200108081503 N25W43 C16
200108081917 200108081922 N15W31 C20
200108081954 200108082001 N18W29 C40
200108090032 200108090045 S16W30 C60
200108090243 200108090244 N23W52 C18
200108090313 200108090318 N18W33 C42
200108090434 200108090438 N23W52 C19
200108090808 200108090815 S13W76 C26
200108091417 200108091419 N06W56 B89
200108091822 200108091834 S17E19 C78
200108091919 200108091922 N04W69 C20
200108100128 200108100136 N05W72 C80
200108100350 200108100410 N24W61 C22
200108100553 200108100554 N17W49 C10
200108101840 200108101857 N23W70 C24
200108110028 200108110033 S04E03 B81
200108110039 200108110043 N18W61 C16
200108110352 200108110356 N21W59 C10
200108111135 200108111149 N21W81 C12
200108120438 200108120441 S04W13 C11
200108131918 200108131921 S02W35 C10
200108140029 200108140044 S17E01 C10
200108151238 200108151242 S06W57 C10
200108161118 200108161127 S28W20 B81
200108170007 200108170011 S24W30 C16
200108171326 200108171333 N19E71 B75
200108180019 200108180043 N14E62 C10
200108180322 200108180328 N25E44 C35
200108180506 200108180515 N26E43 C14
200108180651 200108180654 N25E41 C19
200108180828 200108180832 S15W52 C11
200108181109 200108181117 N25E39 C31
200108181245 200108181251 N26E39 C28
200108192200 200108192203 N11W29 C12
200108200250 200108200302 N15E33 C12
200108200516 200108200525 N28E23 C20
200108200817 200108200822 N28E20 C36
200108210156 200108210200 N15E24 C13
200108221502 200108221506 S17E77 C37
200108221725 200108221737 S18E69 C54
200108221844 200108221849 S19E73 C75
200108222112 200108222117 S18E73 C70
200108222146 200108222150 S18E67 C35
200108222357 200108220007 S19E74 C69
200108230023 200108230030 S21E72 C70
200108231434 200108231440 S18E68 C33
200108231752 200108231801 S21E63 C38
200108240848 200108240913 S15E57 M11
200108241315 200108241319 S18E52 C43
200108241330 200108241336 S20E55 C57
200108241508 200108241512 S18E50 C48
200108242347 200108240017 S18E44 M35
200108250707 200108250710 S20E42 C18
200108250717 200108250732 S18E37 C36
200108250819 200108250823 S18E32 C26
200108250840 200108250844 S18E34 C25
200108250909 200108250928 S18E31 M12
200108250953 200108250957 S17E31 C37
200108251047 200108251049 S18E33 C19
200108251257 200108251301 S18E32 C20
200108251323 200108251327 S17E31 C32
200108251529 200108251533 S18E32 C22
200108251623 200108251645 S17E34 X53
200108251952 200108251956 S19E37 M11
200108252121 200108252126 S19E24 C40
200108252216 200108252223 S10W49 C96
200108252341 200108252345 S19E25 C70
200108260100 200108260114 S09W52 C25
200108260608 200108260611 S19E21 C22
200108260916 200108260920 S18E21 C34
200108261002 200108261007 S19E16 C61
200108261410 200108261413 S22E27 C40
200108262011 200108262015 S22E23 C24
200108262039 200108262100 S21E23 C57
200108270010 200108270017 S17E19 C41
200108270345 200108270405 S17E18 C30
200108270529 200108270551 S19E12 C32
